Sample ID,electronegativity_electrode,ionization_energy_electrode,band_gap_electrode,conductivity_electrode,stability_window_electrolyte,dielectric_constant_electrolyte,viscosity_electrolyte,solubility_electrolyte,redox_potential_mediator,molecular_weight_mediator,solubility_mediator,compatibility_label
M1281,2.854467203,9.841503814,2.711794752,2.959411356,5.31459964,70.25847808,1.092188758,0.277476278,1.713315702,103.3782235,0.393726092,1
M1282,3.107394912,10.56508076,3.841999645,4.149176594,2.526376308,21.39637484,5.857231236,0.775441219,1.704830169,358.323405,0.063223528,0
M1283,2.67894605,6.143481148,0.446032794,5.287344607,5.687191026,39.19424553,1.643093727,0.256342693,-0.408897808,483.7516352,0.600055934,0
M1284,1.029312542,5.730191611,1.055790187,1.435260979,3.802753154,68.92608507,2.672259511,0.157046407,0.141732884,339.2538896,0.187575656,1
M1285,1.979383925,6.01860838,2.510658205,0.357224708,3.487591962,66.79340956,4.700270531,0.574798057,-0.596120999,167.5055608,0.250455015,0
M1286,2.55313493,11.13989293,0.100058618,1.612777512,3.844213322,71.89456086,1.271598868,0.598171559,1.32493403,283.938993,0.164711108,1
M1287,1.263599497,8.697324832,1.264274894,6.30585085,5.338287827,75.53125945,9.937740286,0.270069017,0.512374747,488.741214,0.544411094,1
M1288,2.051880794,8.270826972,2.587006449,0.828820789,4.637918713,38.53677176,1.820621698,0.41354105,1.786422726,287.634446,0.140401328,0
M1289,1.099609326,5.746982734,0.074805991,1.977994012,2.23699381,54.22728581,7.856863759,0.951192366,-0.375354355,218.0784334,0.293539387,0
M1290,1.235735491,9.546892047,1.322731431,3.444753468,5.830417484,34.28588304,8.332420681,0.356502909,1.065102985,222.5414997,0.479123282,0
M1291,2.190769829,11.07599714,2.570154097,0.870913637,2.591136534,31.30375381,9.945746905,0.240011255,1.967710483,485.1650789,0.209323441,0
M1292,1.398147262,10.79730109,2.86574624,1.997822785,4.982271807,37.36965579,4.400801535,0.993305763,0.996143785,373.512437,0.473929294,0
M1293,2.702622545,9.382382963,4.628758465,9.121570911,4.544546122,60.73071011,8.766126297,0.372074983,-0.793678202,359.227785,0.375598369,0
M1294,3.068394907,5.526951017,3.226728116,0.291061409,2.750112192,42.60805604,9.583886502,0.712228306,0.765273049,154.4244448,0.867567319,0
M1295,3.401760097,5.78677919,2.073679013,6.568976049,2.682928304,66.05447558,1.89436262,0.308404163,-0.460471751,301.768087,0.805158052,0
M1296,1.600450733,5.34516291,4.651755886,3.905648416,5.481310375,60.89138579,4.898473673,0.595109077,-0.908491668,210.5353393,0.993211854,0
M1297,1.502447747,6.802354515,3.924414917,6.75922252,3.678779694,6.535884584,0.788106025,0.447653788,0.004882092,158.0906866,0.552466146,0
M1298,1.313703521,5.94963027,1.000044606,5.928048032,4.618306057,52.26786178,6.283095318,0.965421335,-0.201687751,452.9985287,0.596627239,0
M1299,2.909290749,6.820336282,0.654211807,2.312637668,4.016284015,37.74283425,5.897780337,0.489525287,1.366312696,222.4201139,0.949313556,0
M1300,3.119427179,7.69540639,3.379058179,8.487373927,4.909414068,39.24717419,2.20043759,0.625756766,0.121041623,177.2542231,0.429612604,0
M1301,1.094758434,11.60087949,2.799415828,4.970209788,3.9169695,66.37797904,8.019447037,0.950289639,1.198876341,469.2741785,0.57789855,0
M1302,3.808636739,9.272632418,3.948368069,8.243106587,3.149519661,46.07059896,0.565233483,0.99031087,-0.951283024,138.8058784,0.410131221,0
M1303,1.155913851,10.8448165,3.69402525,4.119524108,3.453533484,71.42163676,8.101027776,0.191492528,-0.9555636,385.4771531,0.568567671,0
M1304,2.623889006,9.972460505,3.126057669,9.848386984,5.436310778,58.46041943,0.461123853,0.850888641,-0.912059627,343.736215,0.126728111,0
M1305,3.127181558,5.787521914,4.931910858,7.727844649,3.872138772,46.46300066,6.636922359,0.443904845,-0.341924675,464.2179928,0.794604389,0
M1306,3.612907371,10.15144284,2.667948651,9.662907031,2.853797329,61.59034821,0.971941236,0.635345836,0.121963355,424.4212119,0.98601595,0
M1307,3.142260796,6.925692171,0.565528783,5.191832141,5.738421552,7.876178819,2.662010089,0.437543271,0.823537409,367.3828481,0.112453382,0
M1308,3.405184249,9.473754929,4.141367824,4.78954221,5.186401826,7.031274112,7.274750823,0.461004585,1.957741657,191.5572473,0.810987744,0
M1309,2.018350578,7.386733816,1.259266812,7.578992712,2.222664584,11.25119952,2.947967036,0.242971782,0.063228701,273.0060551,0.27964806,0
M1310,3.444475341,11.98370584,3.886510741,8.814883504,5.995771848,37.81739939,5.209503717,0.615489813,-0.83302328,475.0230926,0.237669701,0
M1311,1.240344539,6.844860356,4.78553548,9.645043379,4.779706786,22.65876092,9.169433041,0.592044351,-0.415299515,60.44118376,0.708701878,0
M1312,3.684449968,6.953913295,3.48397757,3.31306387,2.641066396,78.81959708,0.68641667,0.27042021,1.693555501,407.4493207,0.091925636,1
M1313,2.642777128,11.51470579,2.980150805,8.007175281,2.948670725,45.67176043,8.148581979,0.587557386,1.09813757,163.3146577,0.49007738,0
M1314,3.45189331,5.172510832,2.301930878,2.185391417,4.769781925,54.68118096,0.839665586,0.975791694,1.370602472,133.2576245,0.051372243,0
M1315,2.356954854,9.876822915,1.82204933,5.501186033,5.119044221,25.91151022,1.442589474,0.742967736,-0.627495383,154.5010765,0.576674327,0
M1316,2.930733086,10.07728474,1.765023755,1.880496669,2.956143773,29.13476814,1.369327218,0.532884304,-0.595039034,76.88794617,0.488977584,0
M1317,2.579207983,10.85465004,3.181863529,3.539233881,3.027875416,30.15964356,9.942202375,0.924475587,-0.663261977,496.3909209,0.919708476,0
M1318,3.194768565,11.82107517,3.756365585,9.320447835,3.228482779,57.40517789,1.965825929,0.617782921,1.571507493,441.4411145,0.734258308,0
M1319,1.244889946,11.82921343,3.392585347,1.546297928,4.392073459,40.52796558,8.988266093,0.221543199,-0.370097174,284.4751859,0.169705863,0
M1320,1.181056252,5.456937303,0.992050506,6.360768862,2.687264713,43.82627394,9.911135197,0.592758683,0.929455236,371.7964304,0.386812962,0
M1321,1.741309702,10.75287526,2.469935901,5.970247302,2.416972796,49.40022366,3.96109075,0.262875804,0.548499099,300.4679133,0.935000781,0
M1322,1.47863404,9.524169536,3.958200361,1.295309692,4.715456356,62.66087422,6.384275727,0.790754355,0.633169736,415.210525,0.73906744,0
M1323,3.6153507,9.531394941,2.378520391,3.327192533,5.116391759,11.77773114,7.835094287,0.970456793,-0.413693925,430.1443362,0.614561359,0
M1324,1.657641962,5.898449486,2.683116399,5.673516895,4.003717618,63.26554342,4.047921802,0.424736726,0.90573828,154.7556927,0.581118011,0
M1325,3.927595767,9.551310165,3.855680241,1.953068229,3.455330841,47.24263017,1.785778577,0.491426092,-0.870698397,256.8864968,0.428193543,0
M1326,2.010687375,11.87737806,3.306326531,8.026174198,3.728170854,55.18215836,4.450874889,0.47934682,1.980416829,335.6814804,0.60594139,0
M1327,1.546353747,11.38272999,2.046724604,9.724349444,3.553631335,29.56638236,7.764498921,0.356769978,-0.919723281,490.2983738,0.783081194,0
M1328,3.369095521,8.073914626,4.477063556,2.22611806,5.839939633,35.70401276,7.851475075,0.814761968,-0.849530378,357.2102206,0.171160793,0
M1329,2.976123327,5.279635813,0.812835343,1.950428451,5.072359621,22.33743647,2.459280163,0.655955499,-0.02605774,453.9357548,0.971339108,0
M1330,2.494587149,7.53605443,4.977582243,4.603857211,2.832348859,78.44749981,1.914663271,0.157646401,1.494876067,430.7504229,0.277396626,1
M1331,2.666090653,10.78473218,0.594262892,7.502876244,3.536756608,42.27522294,9.221494881,0.854925702,-0.228432365,311.9283787,0.475355547,0
M1332,3.157605335,9.91049371,0.074749856,2.887846041,4.176049165,79.70576868,0.631190499,0.268379408,0.415805041,452.144912,0.071579843,1
M1333,1.685364224,8.215405589,4.450094506,0.296811096,4.451943448,41.73394835,7.400437062,0.981236046,-0.946068006,219.8397775,0.572828627,0
M1334,3.989001748,5.385710746,1.224767542,5.458084218,3.872735584,21.48134483,0.654929577,0.438996825,-0.763362051,220.6775887,0.412773505,0
M1335,3.924379486,7.988263095,3.648498137,9.570345621,5.24050654,43.05892976,8.411420498,0.654804682,0.823898146,401.4345395,0.287268079,0
M1336,2.950977059,8.283174578,4.055076875,3.973640869,5.070424078,7.969667885,9.073065171,0.170041257,-0.416924592,110.5446495,0.986248041,0
M1337,1.598627353,11.49988873,4.294931955,4.259332086,4.020631675,72.85773511,3.114707417,0.410196947,1.082763689,187.6213479,0.456734086,1
M1338,3.040684727,9.487602725,4.957971178,9.692126999,5.417717547,66.39126884,0.924569306,0.822118562,1.356173525,323.8576029,0.443581545,1
M1339,1.216595227,7.181570417,1.47019855,6.976615355,5.004358122,59.43653905,4.910708456,0.529487643,1.551002598,239.0295195,0.489948101,0
M1340,1.091957507,8.677227851,3.55121671,7.219802036,5.114327395,50.73700366,3.12493776,0.914143135,-0.598601986,473.3256694,0.16034609,0
M1341,1.773048666,5.462387155,0.576999291,5.670749853,5.825603118,48.48756753,4.2879342,0.617624597,0.366525647,481.3277313,0.423441304,0
M1342,2.38786887,11.80797765,2.034046457,9.748631188,3.065867765,79.75461606,6.716857444,0.935714976,1.84124435,276.161589,0.369584046,1
M1343,3.604817516,7.520419314,4.239858467,6.919778196,3.070592649,25.84980755,2.256295152,0.984348916,1.316250627,292.5778507,0.491868236,0
M1344,3.181507209,8.345071484,1.83829023,8.960824241,5.555809023,63.4763274,3.698125381,0.508505104,-0.649118854,376.0821913,0.863790108,0
M1345,3.228119564,7.48698782,2.955476903,7.023850771,5.088905494,48.60535777,7.869112405,0.608640915,0.507500735,255.7692164,0.233146125,0
M1346,2.276480003,9.777582111,2.518867219,7.377646666,5.706182166,78.19104078,6.50886711,0.851428579,1.767141746,135.5443106,0.627352359,1
M1347,2.037804978,9.635625108,3.229757656,2.975068129,2.252520641,67.08523875,3.397499813,0.299379705,0.320116417,386.1361259,0.085755235,0
M1348,2.113116289,10.00725617,4.864471947,3.10443911,4.511028309,79.88938347,6.710155683,0.875466616,1.512252827,382.0036502,0.350952877,1
M1349,3.962948691,6.877002607,0.278677633,7.851548031,2.578513352,49.12437458,7.700066644,0.632728126,0.487531164,160.2414965,0.499024738,0
M1350,1.120327574,7.209679368,2.869807588,3.037392263,4.015588793,20.34079682,6.006358693,0.752950122,-0.679564968,424.8124339,0.120565193,0
M1351,3.601094488,5.876758618,4.315143896,5.671423701,2.622987727,42.77652768,2.547068959,0.17186862,-0.556435222,326.1421384,0.566769538,0
M1352,2.736026226,9.588569803,2.406913559,2.568587878,2.512314036,58.33333505,0.202403847,0.789568915,-0.859972742,156.3357246,0.34480934,0
M1353,2.315846258,5.278579891,0.39263593,8.18813547,2.048673382,63.07702896,8.067921248,0.379708214,-0.414055778,343.4176149,0.993169513,0
M1354,3.175772981,9.183776349,2.802696762,1.193963377,4.52095525,5.038249176,8.261808842,0.824709049,1.6808423,155.1242868,0.649421027,0
M1355,2.460006824,11.08787119,1.660369454,8.311521734,3.436090467,42.87703164,7.036524114,0.558237284,0.950594138,169.3548293,0.281966436,0
M1356,3.620269714,11.23582504,0.774708927,6.067025025,2.42075314,22.6425935,0.950493127,0.347152901,1.216570805,431.6041881,0.147539583,0
M1357,3.702105592,8.143264323,4.245172566,1.950404395,3.291351111,70.61838749,5.935178418,0.957483727,0.864984375,468.2712062,0.08868379,1
M1358,2.265162781,8.215125817,2.607997565,5.466150317,2.675776366,16.4679083,8.246002578,0.788556158,0.159617876,165.5971963,0.136234601,0
M1359,1.830483392,5.538784281,4.666382062,2.896738485,5.766779326,54.98421872,4.018749537,0.987117466,-0.349416602,467.6229667,0.696056551,0
M1360,2.777050986,9.695355178,4.030082523,3.302326614,3.280019543,24.95466427,2.140407195,0.428022909,1.776843752,157.4594809,0.862242662,0
M1361,3.737090037,10.74881594,3.464858969,3.580127612,3.335814093,31.74066074,5.958747513,0.68429767,0.544489345,102.7703145,0.198896459,0
M1362,1.631986567,6.712585382,0.025127517,0.726860545,5.359432014,75.54194456,8.297804948,0.65042981,0.443299644,76.20074513,0.432027731,1
M1363,2.868899751,7.949106171,2.139117283,9.861020676,4.591023045,23.03360941,0.678925595,0.718801067,1.988312266,158.9509584,0.386523576,0
M1364,2.89468066,10.87187536,0.987431408,0.412192818,4.84068643,12.12520714,6.050121928,0.134484909,0.151789965,223.3609433,0.662292187,0
M1365,3.199339067,11.13984327,4.553989555,6.658719045,4.544007216,10.19636761,6.503103194,0.362547391,1.562375945,467.396771,0.223543988,0
M1366,1.394703055,6.702259862,0.872919923,3.775153713,5.784785136,42.84613326,6.103196986,0.918403816,1.587032181,158.9710999,0.955653345,0
M1367,3.147474894,8.853994442,1.430300258,6.49550188,2.828003326,53.12836117,6.570330106,0.481438049,-0.301989369,214.4594052,0.742128563,0
M1368,3.727097562,6.347452054,2.584183839,3.626857706,5.956156967,29.54702327,6.387478015,0.964579311,-0.715480923,380.3701436,0.957318285,0
M1369,1.539049327,5.713151349,1.316818095,6.770131398,5.32382471,56.76948063,1.477958073,0.292152855,1.926860347,185.9333396,0.313500783,0
M1370,1.712629975,11.37784351,1.049323386,7.319431544,4.355890356,9.577528893,2.502380414,0.997681576,0.277690592,357.9656683,0.608329856,0
M1371,3.914185282,10.74355253,2.995496626,6.93647114,4.649486498,69.30009837,6.266141252,0.727822818,-0.993339034,244.4350187,0.74565454,0
M1372,1.542930858,10.32024431,0.444647614,1.228223615,4.595303506,66.24254073,0.373392979,0.798754082,0.497053501,138.4002287,0.725408412,1
M1373,3.56315528,5.341364232,0.290838794,6.603243023,2.233584896,78.91222035,6.420496283,0.457175055,0.857901091,380.3265054,0.070278794,0
M1374,2.476833569,10.90610155,1.861226476,2.87187674,2.872065994,75.23787357,6.720788913,0.916307309,1.328264742,62.16747501,0.998374705,0
M1375,1.741693223,8.066308531,3.603322273,0.385133569,5.845883538,31.71478729,2.543912647,0.590916611,1.828826355,181.5506713,0.931656974,0
M1376,3.612249704,7.396765863,2.774033791,4.206823652,4.137457715,34.9456538,6.061701732,0.712844542,1.745511887,210.2816926,0.163764477,0
M1377,2.335915765,8.825334527,2.114382342,4.392076718,3.513414413,60.94736356,5.434082595,0.185327444,1.82040746,256.1982147,0.566388436,0
M1378,2.544452062,5.639472699,2.828757821,4.72502392,5.048153854,15.0562079,2.754777172,0.668512631,-0.903624555,355.9411544,0.348828633,0
M1379,2.077700108,10.29652585,1.827257423,7.077759237,4.098075771,28.55110327,4.737145316,0.891171089,1.135322401,256.7322474,0.884949315,0
M1380,2.778852554,9.077045538,4.680731677,3.157553711,2.052651086,13.89057027,9.114320388,0.260454905,-0.322426112,317.4458505,0.712643649,0
M1381,1.490571618,6.306130678,0.274524455,3.22127708,4.944950387,39.11648368,4.380707249,0.763953341,-0.437341938,318.1005853,0.262341299,0
M1382,2.17324461,6.317625398,3.366957395,0.699467337,4.92887024,46.40032099,6.372472933,0.122860683,1.400955706,217.9722425,0.082168088,0
M1383,3.908236967,6.289740561,4.456413324,6.899530038,2.660594848,20.83703525,0.546438046,0.933582715,0.251389068,470.2870696,0.327154712,0
M1384,1.774400298,5.399016713,4.019423544,5.721478305,5.826640354,6.997376519,0.962441111,0.984625404,1.749800227,480.1342239,0.086230409,0
M1385,2.970209994,9.114589146,0.920205174,3.559308616,2.895632526,58.95168738,0.996819118,0.41876206,-0.872694728,311.8328978,0.184245177,0
M1386,1.975570193,10.88243724,1.479631745,7.081370891,3.83099747,6.500387332,7.826759484,0.196366465,1.406542488,82.26089613,0.65433114,0
M1387,3.320419377,5.122487498,3.585239694,5.419841717,2.458943845,78.00519567,3.632517569,0.692718731,-0.589496766,271.0074039,0.757830815,1
M1388,1.392620982,5.343032515,0.421352796,4.745524964,4.413129278,21.62054426,2.430594546,0.126851063,-0.470268395,132.9886971,0.494616055,0
M1389,3.909463135,9.009391937,4.059308499,5.162112982,3.50180448,54.79250691,7.523780771,0.534237653,0.432055147,267.4465348,0.620273477,0
M1390,2.361368624,10.7364698,3.594534723,6.39984644,3.412693849,37.60637947,1.865608613,0.344601258,0.186769823,134.8174195,0.198090784,0
M1391,1.70815139,7.287172234,3.648033246,6.634025785,5.307907509,9.475539525,2.615626746,0.526005149,0.458516918,366.7348605,0.350955412,0
M1392,1.220490242,7.447300792,0.501206851,2.960682409,2.038246851,40.4137705,4.423128144,0.116447963,1.820079566,86.19310403,0.727239655,0
M1393,1.509273715,9.174425482,3.588802724,1.493359298,5.191787084,43.75704757,3.448093076,0.146450965,0.972166807,478.9868344,0.39664656,0
M1394,2.559321846,6.919490224,3.399090626,1.650678394,4.285794263,69.10124061,5.936843668,0.114378246,-0.129071854,137.9191502,0.381370662,0
M1395,2.011009529,5.186258563,4.154612454,6.42996977,5.944394054,59.92618022,3.510838067,0.657218683,-0.481273863,347.2953512,0.234293005,0
M1396,3.486650098,10.14659963,0.207979781,8.741445529,4.357772882,10.94768561,4.050926031,0.604083626,0.260138825,462.6330578,0.615083632,0
M1397,2.292662571,9.379549391,0.115553342,4.154013156,2.221516537,20.68720126,8.656288761,0.309842199,0.354923082,161.5488413,0.819061676,0
M1398,1.746142818,9.065291993,1.865035499,1.778249587,2.202581306,28.39157632,8.868408108,0.681978816,0.80388323,470.4336046,0.495972777,0
M1399,2.85143496,10.1917889,0.743941419,7.590364733,5.532611945,13.73057648,8.31156967,0.895786531,-0.201991889,224.9035995,0.159762294,0
M1400,3.120331651,9.726615863,2.791922388,8.341645797,5.364856582,39.26743032,8.675343141,0.349589891,1.302527741,482.2388678,0.84644906,0
M1401,1.501125724,6.441173917,4.586744508,8.817766187,3.383560302,78.82318931,5.78334096,0.848794427,-0.704619264,487.1137362,0.117827249,1
M1402,1.502857649,7.467367329,1.957398652,6.107631146,4.472129937,43.59595934,6.533085505,0.696258222,0.681360091,134.6359573,0.498141005,0
M1403,1.110014281,5.882770992,4.224751886,8.621212738,3.958365428,60.64116262,5.660297032,0.130438399,0.87059496,423.9893016,0.298023469,0
M1404,3.209206045,5.908999094,0.001204373,0.252608089,5.868656221,56.22033483,7.898763224,0.437634906,-0.379505257,137.0394558,0.939502249,0
M1405,2.991413583,9.733370224,0.842573217,1.161634438,5.799843604,68.74335763,5.59980476,0.556981494,1.478034051,151.8982791,0.750666038,1
M1406,2.423892627,11.01020075,0.152117698,1.016503064,5.935356034,21.17926178,1.288554253,0.758529271,0.846296376,87.85692681,0.588088534,0
M1407,3.532511347,11.73912809,1.640735903,7.154786374,5.465795123,61.53696963,8.13388518,0.358417502,0.937166644,120.4416259,0.684367669,0
M1408,3.417010459,9.398429823,4.540947978,0.788859657,5.638206363,71.10164302,7.653734673,0.984457094,0.493230517,334.4985357,0.5560909,1
M1409,2.756063093,6.288709264,0.484760618,5.014007287,2.869115115,17.86323672,8.238945834,0.716085766,1.728782652,252.1637285,0.190220898,0
M1410,3.604813842,5.739552418,3.032048884,4.779798296,5.324027156,31.01016648,2.066208741,0.435532309,1.081782744,405.9249067,0.723643746,0
M1411,1.61752363,10.6899568,2.257479696,3.175964883,4.835428453,77.75763232,2.861847117,0.187322535,0.145506695,199.3985667,0.518040255,1
M1412,1.335758858,9.051295335,4.692341062,8.717011182,5.851146035,63.55908845,3.098366633,0.263230984,-0.284182337,485.8810553,0.652593808,0
M1413,1.809248835,9.327995147,0.612595713,1.787288699,4.285047314,26.19431244,5.179189255,0.538846984,-0.786814976,72.44264337,0.092941581,0
M1414,1.171260568,10.47023462,1.060139253,3.589381566,2.340668667,47.29563272,1.511995425,0.545225819,-0.503917488,78.32117948,0.184933053,0
M1415,2.593508584,9.922940594,0.147709843,7.76429785,4.389595565,35.32445921,3.976741182,0.790946888,1.978048856,365.6187045,0.609901952,0
M1416,3.809817077,10.84120777,2.169676248,0.401180912,4.746323712,41.74738822,1.985149979,0.753558963,0.220300688,449.3924982,0.486457458,0
M1417,1.118030622,5.393497338,1.389164498,6.762208962,2.881284115,31.63746435,2.794674588,0.281145735,1.696061682,407.9750862,0.265529986,0
M1418,1.366329742,10.23264446,4.349529669,8.182337491,3.576453534,25.94982639,7.122598819,0.635460959,-0.488291929,270.4176895,0.278722875,0
M1419,2.356597085,10.9559693,3.024704066,9.329451604,4.394013656,55.6072281,8.577149332,0.118559621,0.276082614,171.3386126,0.650075397,0
M1420,3.801625053,7.002945297,3.07045369,8.775336741,3.496422949,63.39063613,0.424477493,0.458692659,1.881555401,56.05318819,0.106018676,0
M1421,1.948468315,9.483130918,2.659553484,3.261902757,3.499790869,70.54678421,5.745790241,0.787694717,-0.726603246,279.2531543,0.462545427,1
M1422,2.521704426,7.199134447,0.459251686,5.905004999,2.532346557,16.64974755,0.553385668,0.459557734,0.781952851,264.0362888,0.546948329,0
M1423,1.124718577,11.70579747,2.225093419,0.865205582,5.762986892,66.71416427,1.035442601,0.852036616,1.757515702,204.9106548,0.342735473,1
M1424,1.445029603,5.233965007,4.997525949,2.652913035,5.001977538,24.11006184,7.109823539,0.978539761,1.849050119,310.1327546,0.829522337,0
M1425,3.959890369,9.058549907,4.176146454,1.03280155,2.004973755,37.05022924,7.408959444,0.646491342,1.538022431,377.9666138,0.103931103,0
M1426,3.895356089,6.165524829,4.467295271,3.220354173,5.062453136,72.60827644,8.177010597,0.230503669,1.567803297,365.3997063,0.872493646,1
M1427,1.014819943,9.985541436,4.116131796,8.764353413,4.959179971,39.08777007,4.847566815,0.441709487,0.956548862,168.4637788,0.737099843,0
M1428,3.855435356,6.231231984,0.515208467,3.536951713,2.038923841,19.77976505,8.626113324,0.10853502,-0.338730676,313.3866599,0.47394166,0
M1429,2.917359813,6.647682833,1.13724127,5.66279122,3.47841719,16.99014914,1.835015258,0.642453331,1.192035633,116.9485154,0.928244021,0
M1430,3.603754884,8.460595677,0.015608257,4.390470396,4.426990761,40.4737825,2.647220854,0.839411651,1.935153393,104.7208297,0.717126382,0
M1431,2.364219567,11.40384465,1.517550624,4.643273591,3.811002607,62.2004318,1.518121046,0.666946071,0.577800544,403.6351263,0.934493082,0
M1432,2.546788086,6.482000605,0.543037012,9.698763313,5.111944475,79.7903858,8.015865154,0.807477606,-0.217907923,362.1856559,0.49896029,1
M1433,2.466539741,6.009680148,2.363966727,3.031929236,3.701833331,64.05564713,2.44101616,0.819913535,0.720413203,395.5680053,0.480324446,0
M1434,3.000592773,10.31283782,3.385637443,6.310512248,2.615451878,70.77589692,1.724010179,0.865911319,1.071831069,118.6080234,0.5542055,1
M1435,1.418953764,8.504336726,4.372526475,4.258620429,5.905662497,61.08742707,6.306484738,0.339997405,-0.375159072,461.5783652,0.112155369,0
M1436,1.08992077,11.38249579,3.746085825,0.705347192,2.968159971,72.15763256,0.955403858,0.884141671,1.157568043,109.900226,0.913069539,0
M1437,1.923789825,6.0263019,4.692927979,4.944375233,4.870769242,10.72201575,0.640022717,0.688684599,0.762298577,441.5166357,0.684331199,0
M1438,3.114042288,9.521495251,0.269491452,8.152098958,2.572625247,74.74486992,1.245832956,0.360753001,0.837049727,208.5706811,0.636706394,1
M1439,1.605560356,6.630154023,0.060899177,1.07765439,3.316050455,34.73046153,0.202360663,0.988565243,-0.082036211,97.44534187,0.93014036,0
M1440,3.0202973,6.097323001,3.306690569,0.788959289,3.768110434,74.12106675,7.030503511,0.955164154,-0.53419957,179.0460323,0.993955319,0
M1441,3.909736138,9.784005906,1.446762051,1.620952052,2.768928018,10.67996281,5.709906153,0.616996885,0.870349686,131.6516064,0.205223721,0
M1442,1.281702147,9.155792339,1.267505081,7.667561103,3.799838305,58.64322178,2.256776069,0.858887541,0.758698967,270.8013734,0.761547136,0
M1443,3.017806355,10.28379221,1.654435438,7.267554303,2.628651292,60.17665615,2.48344849,0.33534504,0.014036563,477.3854066,0.600947916,0
M1444,2.331250658,7.166238035,1.348980289,5.693675912,4.236026156,79.7683167,8.147492265,0.474433297,-0.112318997,197.5420227,0.487947329,1
M1445,3.604426763,8.135801595,2.557182032,4.735441401,4.65485301,62.6641453,5.117837135,0.265574585,0.041733385,325.4445436,0.978731972,0
M1446,1.531449368,7.838301734,2.200742236,8.894425566,2.249737136,33.69302794,7.045577899,0.568092378,0.469650015,451.2743941,0.857749861,0
M1447,3.077877857,11.88862625,2.562142757,7.690308456,5.484528484,46.79364137,4.637003422,0.546401287,1.924459205,333.5332684,0.711912485,0
M1448,3.514345869,7.045742697,3.363568058,8.138228288,2.74056354,32.49132036,2.529636655,0.291531903,1.290693866,212.9896134,0.413542359,0
M1449,3.833842658,7.063720668,1.935652545,8.151296783,2.901449701,19.7013984,9.709947447,0.705521524,1.555219217,495.8776072,0.682738764,0
M1450,3.049744085,7.481837462,1.256538436,6.462899832,4.64539936,23.63767456,5.743346121,0.206011266,0.516948707,134.3361206,0.555109417,0
M1451,2.491524292,8.952158569,0.831002684,4.634344781,3.875004242,21.65079007,1.483622657,0.155522306,0.578370835,285.4652067,0.286900027,0
M1452,2.853541721,6.76625921,1.747370598,8.660309751,3.997582397,46.16114976,4.179682413,0.446414472,-0.387026016,408.5174744,0.477862257,0
M1453,3.606714953,11.40702958,3.709032376,9.267473434,2.512619938,72.96204759,3.427506637,0.4688423,1.163137509,50.29199131,0.25160137,1
M1454,2.71182924,6.859798954,3.783524551,0.335679828,5.222943288,73.45449696,2.298057192,0.387766546,0.264752017,365.9194635,0.525399279,1
M1455,1.091161179,11.27071012,3.334526933,0.610393245,4.468216984,9.107283314,9.347711895,0.332151974,1.227340576,169.9245035,0.734226172,0
M1456,3.792846087,5.724325446,1.170140877,9.591558639,2.541528173,10.99245507,8.833015956,0.404898711,0.227166144,126.3770252,0.084813913,0
M1457,3.068580253,9.595938917,2.940431229,2.843890077,3.495997468,23.38392929,2.151641742,0.247038017,-0.674448438,173.3875085,0.777110724,0
M1458,3.029540157,11.34889863,2.853448308,8.746357453,5.241639731,24.12945894,3.651049313,0.463107222,-0.480838937,485.0673916,0.068994292,0
M1459,1.647025457,6.181246069,2.421330991,3.949071678,4.273420184,12.11668814,7.670690838,0.914143036,1.434710234,451.3708667,0.541413818,0
M1460,2.976656411,11.77828872,2.749894932,1.27909057,2.434595117,34.13475059,2.243359272,0.301984193,-0.224150531,146.1895054,0.594802872,0
M1461,2.181593217,8.170183523,2.458953163,0.896387682,3.491108183,49.07940445,5.997335654,0.716005994,-0.206936732,102.6620479,0.773181287,0
M1462,2.953698931,11.62000576,2.82728183,1.649428201,2.970777594,48.36216504,7.057980633,0.227606059,1.78810427,213.868672,0.772977382,0
M1463,1.319779091,9.737740305,3.577529773,2.573942629,4.069862215,45.75722609,6.608928792,0.418515962,0.972906869,316.551416,0.446582674,0
M1464,2.973535914,7.111108089,0.548140972,4.936331704,5.373444515,30.40039437,7.122804675,0.389057302,-0.657077338,440.2150829,0.113053885,0
M1465,3.998241177,6.318117674,3.748128761,7.044829216,3.745068539,57.9841764,7.125655972,0.943326455,-0.56924419,484.7405563,0.708825145,0
M1466,1.144636117,7.126145324,0.679430751,9.865345907,3.733368121,66.98629557,9.655098015,0.48518385,-0.182897702,388.0190157,0.535436707,0
M1467,3.931522553,5.651121865,0.333139992,4.470916759,5.621403609,30.97056999,3.595689117,0.721419349,0.781987063,319.5532457,0.366405534,0
M1468,2.220723882,6.007075764,4.880398431,5.230030929,4.30474165,11.41515195,8.810186159,0.642216528,1.25847641,114.0494118,0.273130094,0
M1469,3.612260351,5.732623082,4.784958844,5.265975444,4.26476435,27.22476883,0.413709213,0.226927068,-0.17651067,83.31276937,0.163770302,0
M1470,3.347156452,7.960604806,0.302182725,5.440400119,3.047639568,15.30264909,3.024389041,0.945586406,1.611926112,318.2120953,0.330385372,0
M1471,2.701048783,10.56904863,2.216267207,5.225632505,4.430890991,40.05190454,0.676826664,0.411282363,-0.672459463,292.5788476,0.485565144,0
